product_id,product_name,category,price,cost,stock_quantity,reorder_level
90,Product_0090,Home,27.88,22.12,3730,116
91,Product_0091,Grocery,443.64,279.61,4049,112
92,Product_0092,Electronics,125.77,83.31,873,118
93,Product_0093,Clothing,113.33,81.78,411,152
94,Product_0094,Clothing,128.35,94.89,1092,128
95,Product_0095,Toys,335.45,266.74,3625,166
96,Product_0096,Grocery,408.43,309.1,4488,124
97,Product_0097,Clothing,449.12,313.24,3686,76
98,Product_0098,Books,377.13,277.55,4270,134
99,Product_0099,Home,315.24,160.72,2340,70
100,Product_0100,Home,139.5,73.64,1133,48
101,Product_0101,Sports,119.47,80.95,526,116
102,Product_0102,Grocery,206.76,127.58,510,62
103,Product_0103,Electronics,417.28,231.92,4716,107
104,Product_0104,Books,241.1,187.36,3194,117
105,Product_0105,Sports,271.42,188.33,3999,66
106,Product_0106,Grocery,140.1,83.26,2753,181
107,Product_0107,Beauty,341.18,191.65,3828,42
108,Product_0108,Grocery,490.46,300.97,4848,154
109,Product_0109,Grocery,333.18,144.46,1111,128
110,Product_0110,Toys,94.96,47.87,1733,126
111,Product_0111,Grocery,166.79,117.5,2279,117
112,Product_0112,Electronics,129.87,56.2,4418,23
113,Product_0113,Home,499.95,269.97,329,17
114,Product_0114,Electronics,475.06,227.91,1248,71
115,Product_0115,Sports,67.48,45.06,3809,189
116,Product_0116,Home,131.84,72.19,1341,89
117,Product_0117,Books,58.51,24.0,4716,183
118,Product_0118,Sports,454.47,250.01,622,161
119,Product_0119,Home,346.85,225.76,2470,185
120,Product_0120,Electronics,302.2,135.51,2844,146
121,Product_0121,Toys,217.05,118.99,103,117
122,Product_0122,Toys,412.05,182.21,3766,191
123,Product_0123,Books,80.73,37.98,4408,133
124,Product_0124,Books,235.11,171.7,2640,72
125,Product_0125,Clothing,416.21,180.91,1997,128
126,Product_0126,Toys,287.08,191.56,235,136
127,Product_0127,Sports,426.22,201.49,2906,76
128,Product_0128,Books,173.47,130.47,4553,12
129,Product_0129,Sports,260.73,124.22,3329,135
130,Product_0130,Clothing,279.81,138.82,4020,124
131,Product_0131,Sports,397.5,173.8,3312,187
132,Product_0132,Toys,125.44,83.49,3876,151
133,Product_0133,Toys,267.81,152.71,2882,189
134,Product_0134,Sports,229.6,120.0,988,194
135,Product_0135,Beauty,100.33,44.93,1569,65
136,Product_0136,Books,370.61,189.23,823,59
137,Product_0137,Books,151.64,82.55,115,191
138,Product_0138,Electronics,269.4,137.32,4533,84
139,Product_0139,Clothing,350.22,157.78,840,13
140,Product_0140,Clothing,289.16,169.96,2791,57
141,Product_0141,Clothing,482.92,241.94,934,26
142,Product_0142,Electronics,203.35,87.37,1242,48
143,Product_0143,Home,406.52,316.94,2033,40
144,Product_0144,Sports,281.25,159.32,4280,107
145,Product_0145,Grocery,228.0,131.58,2501,155
146,Product_0146,Home,312.41,201.15,1702,170
147,Product_0147,Beauty,109.46,72.7,1964,54
148,Product_0148,Grocery,278.24,128.72,3690,186
149,Product_0149,Sports,298.94,154.4,2360,190
150,Product_0150,Home,144.95,107.82,1912,77
151,Product_0151,Sports,394.97,256.74,3482,39
152,Product_0152,Books,274.56,180.95,1165,28
153,Product_0153,Books,34.52,24.75,3597,41
154,Product_0154,Grocery,237.01,123.63,2230,138
155,Product_0155,Electronics,272.29,156.59,3539,198
156,Product_0156,Home,164.55,82.3,1875,182
157,Product_0157,Electronics,418.8,263.88,2207,157
158,Product_0158,Clothing,24.91,17.5,4251,176
159,Product_0159,Grocery,223.9,114.47,4028,33
160,Product_0160,Toys,237.66,133.88,856,51
161,Product_0161,Books,168.25,113.98,3280,150
162,Product_0162,Books,23.17,10.08,2648,39
163,Product_0163,Electronics,485.24,272.54,4444,128
164,Product_0164,Toys,209.56,99.55,4083,170
165,Product_0165,Books,223.81,94.14,4499,43
166,Product_0166,Clothing,464.2,267.03,994,17
167,Product_0167,Sports,486.71,313.22,1297,89
168,Product_0168,Home,277.67,172.41,1840,39
169,Product_0169,Beauty,233.42,104.34,4082,193
170,Product_0170,Grocery,149.47,101.96,3952,130
171,Product_0171,Grocery,125.65,77.97,1561,163
172,Product_0172,Home,256.58,192.88,2263,116
173,Product_0173,Books,173.24,123.88,21,82
174,Product_0174,Clothing,364.4,267.83,1217,124
175,Product_0175,Grocery,271.6,146.13,3730,92
176,Product_0176,Sports,435.45,345.01,4684,108
177,Product_0177,Electronics,120.61,85.66,2606,200
178,Product_0178,Grocery,239.12,183.02,3162,179
179,Product_0179,Beauty,397.23,262.49,4057,19
180,Product_0180,Toys,67.49,53.06,822,122
181,Product_0181,Electronics,54.36,41.54,1180,114
182,Product_0182,Home,436.11,343.65,3846,77
183,Product_0183,Home,172.59,116.86,2691,182
184,Product_0184,Toys,430.37,237.57,3997,148
185,Product_0185,Books,22.77,9.73,1863,33
186,Product_0186,Home,219.82,96.58,3634,52
187,Product_0187,Electronics,348.53,265.36,2657,24
188,Product_0188,Beauty,150.22,82.61,2000,145
189,Product_0189,Beauty,208.97,140.58,1392,54
190,Product_0190,Sports,44.09,32.99,4076,159
191,Product_0191,Books,75.84,44.33,3764,75
192,Product_0192,Clothing,335.09,254.52,2356,183
193,Product_0193,Toys,275.57,118.37,4813,86
194,Product_0194,Books,321.27,183.04,3742,87
195,Product_0195,Clothing,103.61,57.39,873,70
196,Product_0196,Books,193.78,105.34,2418,15
197,Product_0197,Books,489.08,324.4,66,154
198,Product_0198,Electronics,433.21,308.15,4967,200
199,Product_0199,Books,250.88,191.09,1885,165
200,Product_0200,Sports,401.96,196.0,2053,183
201,Product_0201,Beauty,379.01,267.96,795,170
202,Product_0202,Clothing,324.94,170.13,273,158
203,Product_0203,Books,185.61,84.0,2676,116
204,Product_0204,Toys,91.94,41.64,4348,138
205,Product_0205,Books,457.18,334.74,3947,85
206,Product_0206,Home,374.55,200.57,3836,29
207,Product_0207,Grocery,74.67,58.74,4565,103
208,Product_0208,Books,49.7,27.72,4395,41
209,Product_0209,Books,230.12,153.98,4788,107
210,Product_0210,Home,412.1,319.84,1915,130
211,Product_0211,Toys,17.39,13.11,4997,66
212,Product_0212,Clothing,325.59,212.99,2475,176
213,Product_0213,Electronics,207.11,94.42,2493,136
214,Product_0214,Beauty,62.48,30.86,3183,126
215,Product_0215,Grocery,188.65,147.1,4811,200
216,Product_0216,Home,364.67,275.02,4008,167
217,Product_0217,Electronics,207.02,161.6,3035,65
218,Product_0218,Toys,224.47,175.14,813,185
219,Product_0219,Toys,186.83,142.12,496,111
220,Product_0220,Clothing,141.56,111.45,750,179
221,Product_0221,Electronics,109.99,72.13,414,95
222,Product_0222,Sports,125.57,56.55,562,151
223,Product_0223,Sports,107.54,52.31,2691,47
224,Product_0224,Books,395.38,252.41,1185,43
225,Product_0225,Home,272.41,195.97,211,43
226,Product_0226,Sports,12.36,8.85,4823,92
227,Product_0227,Beauty,12.81,6.48,3448,144
228,Product_0228,Clothing,61.26,26.06,2965,141
229,Product_0229,Sports,298.86,173.58,355,196
230,Product_0230,Books,392.7,293.27,3752,174
231,Product_0231,Clothing,482.19,204.61,3290,119
232,Product_0232,Clothing,344.62,205.43,602,30
233,Product_0233,Beauty,164.45,75.54,2252,169
234,Product_0234,Toys,318.37,197.18,3120,162
235,Product_0235,Grocery,267.63,155.62,812,189
236,Product_0236,Sports,61.63,40.79,3523,125
237,Product_0237,Clothing,444.61,251.44,3266,116
238,Product_0238,Toys,366.16,192.24,2088,105
239,Product_0239,Clothing,477.03,321.87,549,33
240,Product_0240,Home,416.73,182.23,3052,43
241,Product_0241,Toys,280.4,177.94,1001,115
242,Product_0242,Grocery,180.03,119.92,421,83
243,Product_0243,Sports,302.2,163.39,1267,178
244,Product_0244,Toys,243.68,180.06,4556,104
245,Product_0245,Sports,61.87,31.64,3515,153
246,Product_0246,Electronics,487.4,354.52,4988,178
247,Product_0247,Beauty,415.58,210.69,2238,189
248,Product_0248,Toys,382.39,293.91,50,56
249,Product_0249,Grocery,435.58,272.9,570,46
250,Product_0250,Home,371.78,293.23,4345,65
251,Product_0251,Beauty,191.22,111.19,3031,89
252,Product_0252,Home,362.19,257.42,430,49
253,Product_0253,Home,82.92,53.66,2229,123
254,Product_0254,Clothing,332.66,197.69,3392,79
255,Product_0255,Toys,111.71,67.58,3521,38
256,Product_0256,Clothing,145.21,97.49,4316,180
257,Product_0257,Electronics,157.67,76.98,62,62
258,Product_0258,Beauty,154.2,74.71,2093,84
259,Product_0259,Grocery,167.42,67.49,1439,43
260,Product_0260,Toys,193.2,131.66,590,111
261,Product_0261,Electronics,431.57,179.93,3766,29
262,Product_0262,Grocery,431.74,272.13,3421,84
263,Product_0263,Toys,62.01,25.32,1407,168
264,Product_0264,Toys,232.75,157.3,721,121
265,Product_0265,Grocery,423.02,210.38,4292,30
266,Product_0266,Toys,200.9,105.29,1815,95
267,Product_0267,Home,390.66,168.2,4346,140
268,Product_0268,Toys,100.98,71.75,1209,70
269,Product_0269,Beauty,55.89,28.08,4934,49
270,Product_0270,Beauty,381.31,252.5,4047,128
271,Product_0271,Clothing,378.45,266.41,4624,174
272,Product_0272,Toys,319.47,207.59,1236,122
273,Product_0273,Books,38.8,22.38,2250,161
274,Product_0274,Books,32.81,19.78,3782,125
275,Product_0275,Books,23.62,12.93,628,175
276,Product_0276,Grocery,432.8,321.19,3790,158
277,Product_0277,Electronics,279.39,200.25,3684,156
278,Product_0278,Clothing,327.66,173.2,4107,48
279,Product_0279,Toys,479.07,277.96,690,139
280,Product_0280,Clothing,324.83,135.02,3599,144
281,Product_0281,Toys,263.76,122.25,2317,109
282,Product_0282,Electronics,207.34,111.0,2741,26
283,Product_0283,Grocery,168.2,104.82,2327,74
284,Product_0284,Beauty,363.25,240.7,2730,30
285,Product_0285,Toys,293.46,133.99,2541,177
286,Product_0286,Home,350.75,195.29,2536,153
287,Product_0287,Beauty,191.46,137.21,4312,33
288,Product_0288,Toys,324.78,184.92,149,102
289,Product_0289,Toys,157.89,123.23,3983,59
290,Product_0290,Home,117.14,53.3,2423,35
291,Product_0291,Electronics,256.31,157.86,2758,168
292,Product_0292,Beauty,69.87,38.48,1481,187
293,Product_0293,Beauty,386.69,279.82,3585,21
294,Product_0294,Sports,208.38,139.73,3638,166
295,Product_0295,Clothing,146.04,102.14,1916,146
296,Product_0296,Clothing,123.39,97.01,1589,104
297,Product_0297,Clothing,340.76,214.05,3782,82
298,Product_0298,Grocery,390.17,234.56,1327,61
299,Product_0299,Books,401.62,182.88,427,174
300,Product_0300,Home,242.89,133.22,4226,41
301,Product_0301,Books,146.11,103.04,3680,141
302,Product_0302,Sports,77.94,44.81,3695,99
303,Product_0303,Grocery,465.58,263.5,4112,105
304,Product_0304,Toys,121.71,97.1,1839,17
305,Product_0305,Toys,162.75,71.55,1196,45
306,Product_0306,Clothing,23.96,18.38,1136,190
307,Product_0307,Home,237.21,153.27,155,75
308,Product_0308,Grocery,111.75,51.38,910,83
309,Product_0309,Sports,122.63,55.03,3439,173
310,Product_0310,Home,397.98,231.96,4094,162
311,Product_0311,Sports,270.35,176.48,1176,84
312,Product_0312,Sports,217.47,140.47,4674,116
313,Product_0313,Toys,97.72,65.21,554,144
314,Product_0314,Electronics,274.32,196.02,3198,130
315,Product_0315,Toys,26.55,14.73,2077,14
316,Product_0316,Sports,181.76,77.62,849,158
317,Product_0317,Electronics,368.92,196.64,2886,149
318,Product_0318,Clothing,172.58,113.41,3920,171
319,Product_0319,Clothing,95.23,43.23,302,85
320,Product_0320,Electronics,104.79,75.08,2585,89
321,Product_0321,Clothing,260.11,206.96,2075,19
322,Product_0322,Toys,377.88,180.04,391,177
323,Product_0323,Toys,169.3,76.15,3579,112
324,Product_0324,Grocery,372.94,282.63,2777,57
325,Product_0325,Books,250.62,150.12,676,196
326,Product_0326,Beauty,215.13,123.11,4468,85
327,Product_0327,Books,164.0,70.85,2510,124
328,Product_0328,Clothing,303.3,173.02,2879,124
329,Product_0329,Toys,25.97,19.43,3563,80
330,Product_0330,Electronics,321.54,230.41,614,181
331,Product_0331,Beauty,320.57,174.81,255,46
332,Product_0332,Clothing,425.09,285.34,285,42
333,Product_0333,Toys,38.28,27.23,2966,108
334,Product_0334,Beauty,474.99,196.15,3685,104
335,Product_0335,Beauty,189.15,133.39,4337,103
336,Product_0336,Sports,202.03,133.3,929,16
337,Product_0337,Grocery,369.16,221.35,4601,40
338,Product_0338,Clothing,134.58,67.84,1757,166
339,Product_0339,Clothing,146.36,112.2,1639,41
340,Product_0340,Beauty,72.19,31.01,3646,32
341,Product_0341,Toys,406.2,319.69,2846,191
342,Product_0342,Books,37.14,22.91,1290,192
343,Product_0343,Beauty,356.23,242.27,2961,140
344,Product_0344,Beauty,116.0,92.11,1939,136
345,Product_0345,Toys,18.01,11.2,3828,151
346,Product_0346,Home,69.24,52.19,2533,111
347,Product_0347,Grocery,499.8,343.64,3354,157
348,Product_0348,Home,41.51,32.75,3686,129
349,Product_0349,Beauty,341.65,183.74,1057,120
350,Product_0350,Home,253.92,189.75,4244,49
351,Product_0351,Sports,155.54,72.29,2834,142
352,Product_0352,Books,447.99,330.78,1608,172
353,Product_0353,Books,478.39,243.87,4370,33
354,Product_0354,Beauty,253.77,118.63,1402,178
355,Product_0355,Toys,314.12,238.98,4617,20
356,Product_0356,Electronics,413.49,170.09,4724,77
357,Product_0357,Grocery,327.31,231.34,248,137
358,Product_0358,Books,445.05,275.14,3956,72
359,Product_0359,Books,403.32,271.84,3715,28
360,Product_0360,Grocery,345.86,160.21,3966,128
361,Product_0361,Toys,105.99,68.12,2615,197
362,Product_0362,Grocery,494.07,265.88,1071,104
363,Product_0363,Sports,259.92,115.01,3821,41
364,Product_0364,Home,137.4,68.59,414,84
365,Product_0365,Grocery,472.97,352.68,2033,50
366,Product_0366,Toys,407.67,315.33,1555,50
367,Product_0367,Clothing,251.64,152.47,2527,137
368,Product_0368,Clothing,16.47,12.82,1972,65
369,Product_0369,Books,293.76,123.22,4054,162
370,Product_0370,Clothing,441.76,292.31,2340,147
371,Product_0371,Beauty,9.05,4.01,2166,196
372,Product_0372,Electronics,186.06,104.44,3281,23
373,Product_0373,Books,287.29,137.29,602,108
374,Product_0374,Books,254.61,179.69,973,42
375,Product_0375,Toys,487.67,271.91,4569,103
376,Product_0376,Grocery,378.71,181.64,4096,20
377,Product_0377,Toys,27.43,12.48,3880,142
378,Product_0378,Beauty,231.21,148.55,2686,166
379,Product_0379,Books,162.67,90.64,4863,96
380,Product_0380,Clothing,256.12,154.67,4611,86
381,Product_0381,Toys,240.07,97.63,897,116
382,Product_0382,Electronics,293.93,211.25,4889,131
383,Product_0383,Sports,136.44,90.36,420,159
384,Product_0384,Grocery,242.82,148.05,1210,184
385,Product_0385,Home,124.89,78.56,1562,14
386,Product_0386,Grocery,223.31,126.73,1670,115
387,Product_0387,Clothing,253.4,163.34,510,190
388,Product_0388,Toys,73.35,35.42,3918,144
389,Product_0389,Clothing,191.53,149.91,4367,97
390,Product_0390,Books,275.41,184.62,4997,133
391,Product_0391,Books,100.17,49.95,1842,86
392,Product_0392,Clothing,386.73,263.73,2597,132
393,Product_0393,Books,177.66,137.42,2357,41
394,Product_0394,Grocery,288.87,178.31,2827,47
395,Product_0395,Home,148.77,76.62,2837,123
396,Product_0396,Sports,329.71,230.45,1655,147
397,Product_0397,Books,139.21,86.98,1124,37
398,Product_0398,Sports,309.76,196.61,415,181
399,Product_0399,Sports,453.07,222.13,430,35
400,Product_0400,Home,209.58,143.97,1126,11
401,Product_0401,Beauty,482.44,381.69,3333,177
402,Product_0402,Clothing,467.84,351.52,1633,83
403,Product_0403,Home,163.98,107.96,4703,69
404,Product_0404,Electronics,269.9,186.03,1434,116
405,Product_0405,Electronics,441.71,207.74,3252,136
406,Product_0406,Books,97.22,68.02,306,12
407,Product_0407,Toys,152.7,97.9,2331,126
408,Product_0408,Clothing,494.6,305.33,1099,139
409,Product_0409,Home,236.67,112.92,2708,51
410,Product_0410,Beauty,366.9,241.9,115,198
411,Product_0411,Sports,171.87,89.03,1437,166
412,Product_0412,Grocery,428.79,325.37,4221,93
413,Product_0413,Beauty,47.94,32.01,1151,132
414,Product_0414,Books,165.18,82.46,3142,70
415,Product_0415,Toys,226.13,114.6,2473,159
416,Product_0416,Toys,362.83,146.79,1935,25
417,Product_0417,Beauty,335.55,196.69,3321,185
418,Product_0418,Books,253.75,192.35,961,173
419,Product_0419,Sports,458.48,237.5,1795,44
420,Product_0420,Toys,241.7,140.67,3406,189
421,Product_0421,Sports,276.87,162.89,2027,184
422,Product_0422,Home,378.6,283.67,4304,124
423,Product_0423,Home,266.45,145.14,505,150
424,Product_0424,Beauty,451.93,217.32,1347,93
425,Product_0425,Sports,427.97,246.83,4777,135
426,Product_0426,Electronics,50.02,30.22,3714,43
427,Product_0427,Electronics,259.06,150.96,4577,128
428,Product_0428,Electronics,338.02,176.87,3243,75
429,Product_0429,Home,409.14,285.71,371,118
430,Product_0430,Electronics,175.54,74.69,565,130
431,Product_0431,Beauty,20.71,11.67,3443,105
432,Product_0432,Grocery,496.46,274.54,3077,30
433,Product_0433,Beauty,342.95,227.96,2848,40
434,Product_0434,Beauty,93.34,57.4,1824,10
435,Product_0435,Clothing,379.31,300.18,4460,118
436,Product_0436,Sports,268.31,195.69,3773,98
437,Product_0437,Home,81.79,38.88,263,179
438,Product_0438,Electronics,212.52,150.13,1971,62
439,Product_0439,Clothing,38.31,24.43,4897,182
440,Product_0440,Electronics,353.13,148.13,3295,122
441,Product_0441,Electronics,121.0,58.92,1147,138
442,Product_0442,Toys,496.77,245.24,4730,163
443,Product_0443,Sports,387.41,281.78,2472,46
444,Product_0444,Grocery,492.92,299.94,2461,80
445,Product_0445,Beauty,35.17,27.41,3499,152
446,Product_0446,Grocery,250.33,197.49,4296,91
447,Product_0447,Books,349.67,196.97,3083,57
448,Product_0448,Sports,378.44,223.06,2463,191
449,Product_0449,Electronics,76.45,44.74,4607,115
450,Product_0450,Beauty,484.05,301.52,3181,72
451,Product_0451,Home,131.22,69.82,3684,104
452,Product_0452,Sports,50.77,35.02,422,78
453,Product_0453,Electronics,191.7,123.07,596,58
454,Product_0454,Sports,403.3,256.11,3927,63
455,Product_0455,Electronics,435.39,232.14,1735,58
456,Product_0456,Clothing,481.23,215.07,1987,188
457,Product_0457,Sports,304.18,146.56,4522,92
458,Product_0458,Toys,388.88,214.76,2526,76
459,Product_0459,Clothing,183.02,137.84,807,194
460,Product_0460,Sports,237.4,174.7,3036,90
461,Product_0461,Sports,209.9,131.19,1195,14
462,Product_0462,Grocery,134.08,103.76,2418,49
463,Product_0463,Sports,102.11,50.24,4090,150
464,Product_0464,Books,329.03,221.75,4002,195
465,Product_0465,Beauty,322.64,192.37,2885,53
466,Product_0466,Beauty,74.28,45.95,4441,174
467,Product_0467,Home,478.83,291.88,397,11
468,Product_0468,Sports,209.13,154.13,556,191
469,Product_0469,Clothing,79.76,38.88,3057,25
470,Product_0470,Clothing,310.83,207.23,3996,14
471,Product_0471,Electronics,8.27,5.13,137,145
472,Product_0472,Books,362.49,222.68,140,138
473,Product_0473,Beauty,407.51,272.87,876,34
474,Product_0474,Books,264.57,131.33,2903,78
475,Product_0475,Grocery,398.49,171.99,3760,154
476,Product_0476,Books,125.39,85.13,660,177
477,Product_0477,Electronics,495.88,327.26,765,113
478,Product_0478,Electronics,192.74,119.71,77,189
479,Product_0479,Grocery,89.83,53.89,2713,154
480,Product_0480,Electronics,488.78,385.91,1882,64
481,Product_0481,Clothing,451.13,305.38,2220,21
482,Product_0482,Books,462.46,311.59,4448,154
483,Product_0483,Toys,330.76,156.03,128,63
484,Product_0484,Grocery,295.58,207.17,630,86
485,Product_0485,Grocery,85.41,42.38,4428,94
486,Product_0486,Home,195.0,135.7,4102,200
487,Product_0487,Grocery,487.29,205.38,1901,29
488,Product_0488,Grocery,173.59,122.83,2673,17
489,Product_0489,Clothing,318.89,227.5,4019,68
490,Product_0490,Grocery,181.13,140.64,1521,184
491,Product_0491,Books,295.01,162.85,2018,192
492,Product_0492,Grocery,41.39,20.99,1263,199
493,Product_0493,Home,197.86,107.69,42,88
494,Product_0494,Home,225.14,158.62,1085,32
495,Product_0495,Grocery,97.76,56.66,846,16
496,Product_0496,Toys,49.36,30.69,3155,13
497,Product_0497,Home,149.46,82.97,4583,72
498,Product_0498,Grocery,288.12,134.79,1388,45
499,Product_0499,Beauty,138.11,70.07,518,52
500,Product_0500,Clothing,220.16,125.15,630,102
